Title,Metascore,Userscore
MirrorMask,55,6.7
The Barbarians,N/A,N/A
Holy Motors,85,7.5
The Signal,63,6.6
The Signal,63,6.6
Poolhall Junkies,36,tbd
The Face of Love,51,6.5
Joe,74,7.2
Prison,47,tbd
Shooting Fish,47,tbd
Adoration,64,6.4
Psycho Beach Party,42,6.0
The Big Tease,53,tbd
Polina danser sa vie,N/A,N/A
Desert Dancer,49,5.8
Guten Tag Ramon,tbd,tbd
Mondays in the Sun,64,8.5
Manglehorn,56,5.1
Tau ming chong,N/A,N/A
Trust,67,8.4
Sweet Country,88,7.1
Among Giants,N/A,N/A
The Velocity of Gary,N/A,N/A
Stake Land,66,6.9
Sonny,31,6.1
The Last Time I Committed Suicide,N/A,N/A
Another Happy Day,46,6.9
Inescapable,37,5.6
Good Luck to You Leo Grande,78,7.1
Geograf globus propil,N/A,N/A
Down a Dark Hall,56,5.0
Patients of a Saint,tbd,tbd
A Lonely Place to Die,N/A,N/A
Nothing,tbd,tbd
The Loved Ones,73,7.9
The Helpers,N/A,N/A
The Veil,tbd,tbd
The Perfect Wave,tbd,tbd
How to Fall in Love,N/A,N/A
Chain of Command,N/A,N/A
BenHur: A Tale of the Christ,N/A,N/A
Major Dundee,62,6.7
Hevi reissu,N/A,N/A
Annie Get Your Gun,77,tbd
Casa de Areia,N/A,N/A
Four Lions,68,7.7
Slow West,72,6.6
Defendor,57,6.5
The Pirate,N/A,N/A
Billy: The Early Years of Billy Graham,N/A,N/A
Crown Vic,47,5.8
Airplane,N/A,N/A
Truth or Dare,35,4.2
Friday,54,7.5
The Witch,84,7.4
Winchester,28,4.5
Dark Skies,50,6.1
Frenzy,92,7.5
Harper,51,6.6
I Got the HookUp,N/A,N/A
Terror Train,42,4.3
Gods and Monsters,74,7.4
First Reformed,86,7.4
Pootie Tang,31,6.6
Honey Boy,73,7.3
Dont Worry He Wont Get Far on Foot,67,6.9
Believe,39,tbd
American Honey,80,7.0
The Bronze,44,6.4
Trolljegeren,N/A,N/A
Ira and Abby,N/A,N/A
The Masked Saint,22,2.0
The Reckoning,49,5.2
Winter Passing,56,6.0
D.E.B.S.,42,6.7
Time to Choose,75,tbd
Surveillance,31,7.0
Taxman,48,3.0
The Kick,N/A,N/A
The Betrayed,N/A,N/A
The Secret,N/A,N/A
Wicked Blood,N/A,N/A
Dawn Patrol,24,8.0
Lords of London,N/A,N/A
High Anxiety,55,6.8
Margin Call,76,7.1
Choke,47,6.1
August,39,5.5
Babysitting,N/A,N/A
To Write Love On Her Arms,N/A,N/A
Vilaine,N/A,N/A
Carousel,N/A,N/A
Bella,47,7.4
Human Traffic,53,5.7
The Opposite Sex,N/A,N/A
Dreaming of Joseph Lees,55,tbd
Sorry to Bother You,78,7.0
Maria Full of Grace,87,7.8
Beginners,81,7.3
Adam,56,7.9
Its a Wonderful Life,89,8.8
Antiviral,55,5.6
National Lampoons Animal House,N/A,N/A
The Purge,41,5.3
Coming Home,81,7.5
Air Bud,N/A,N/A
Waking Ned Devine,71,7.1
A Room with a View,83,8.2
Martin Lawrence Live: RunTelDat,40,tbd
Beneath the Planet of the Apes,46,5.3
Jason Goes to Hell: The Final Friday,17,5.0
Spaced Invaders,38,tbd
The Case for Christ,50,7.6
Family Plot,79,7.7
Torn Curtain,55,6.4
Am I Racist,tbd,7.8
Krush Groove,37,tbd
Impractical Jokers: The Movie,39,6.3
Elmer Gantry,N/A,N/A
Next Day Air,46,5.7
Belly,36,tbd
Trippin,N/A,N/A
The Deep End,78,6.2
Teen Wolf Too,8,2.2
The Collector,29,6.5
Phantasm II,42,7.5
Let There Be Light,tbd,5.8
Phat Girlz,36,tbd
Woman Thou Art Loosed,55,tbd
Real Women Have Curves,71,5.6
I Heard the Bells,N/A,N/A
Water,77,7.3
The Last Black Man in San Francisco,82,7.0
Dont Think Twice,83,7.0
Swiss Army Man,64,7.2
East is East,74,6.3
Whipped,10,3.4
Please Give,78,7.4
Warlock: The Armageddon,N/A,N/A
Thirteen Conversations About One Thing,74,5.1
Jawbreaker,24,5.6
Basquiat,65,6.6
Tsotsi,70,7.1
Letters to God,31,8.6
DysFunkTional Family,51,tbd
Elephant,70,7.2
Damsels in Distress,67,5.4
Hobo with a Shotgun,55,7.3
The D Train,55,5.7
Creature,tbd,tbd
Bachelorette,53,5.8
The Inspection,73,7.0
Fish Tank,81,7.3
Everybody Wants to Be Italian,26,7.8
The Bounce Back,tbd,tbd
Freeway,61,7.0
Dead Alive,54,7.6
The Climb,82,6.6
Holly,51,tbd
Hard Eight,78,7.3
The Eclipse,67,5.4
The Grand,57,tbd
Fort McCoy,47,tbd
Just Looking,45,tbd
Before We Go,31,7.2
The Divide,28,6.1
Tanner Hall,40,4.8
My Big Fat Independent Movie,32,tbd
Demonic,tbd,tbd
They Came Together,60,5.9
Open Road,N/A,N/A
Barry Munday,28,4.5
The Deported,N/A,N/A
Chicago Overcoat,N/A,N/A
Enter the Dangerous Mind,22,tbd
Something Wicked,N/A,N/A
Point Blank,75,7.3
Iguana,N/A,N/A
Four Single Fathers,N/A,N/A
Amnesiac,33,4.3
Unnatural,N/A,N/A
Close Range,tbd,5.4
Pocketful of Miracles,N/A,N/A
Boynton Beach Club,61,tbd
Freakonomics,58,5.6
Griff the Invisible,49,5.3
Some Like it Hot,98,8.3
High Tension,42,6.6
Phoenix Forgotten,33,4.8
Diary of the Dead,66,5.3
Deux,N/A,N/A
Indivisible,80,tbd
Lage Raho Munna Bhai,N/A,N/A
The Monster,69,5.8
Sardaar Ji,N/A,N/A
Diane,86,7.1
The Dress,N/A,N/A
Blazing Saddles,73,7.7
Ida,91,7.5
Riding Giants,80,tbd
La Cara Oculta,N/A,N/A
Timber Falls,N/A,N/A
Kevin Hart: Let Me Explain,53,6.6
Garden State,67,7.8
That Thing You Do,N/A,N/A
Halloween II,40,7.4
Religulous,56,7.3
Escape from the Planet of the Apes,69,6.7
The Spectacular Now,82,7.9
My Own Private Idaho,77,7.5
Hanu Man,N/A,N/A
Sur Le Seuil,N/A,N/A
Saving Face,65,7.2
Brick Lane,61,3.8
Timbuktu,92,7.3
The Lost Medallion: The Adventures of Billy Stone,tbd,tbd
My Life Without Me,57,6.9
Her Smell,70,4.3
Fuel,50,tbd
Sleep Dealer,59,6.0
Eye of the Dolphin,54,tbd
Underdogs,tbd,tbd
Anatomie,N/A,N/A
Echo Boomers,37,8.1
The Calling,46,5.8
The Calling,46,5.8
Alien Uprising,N/A,N/A
Christmas Mail,N/A,N/A
Stung,46,4.8
Sky Sharks,N/A,N/A
Antibirth,56,4.4
The Rise of the Krays,N/A,N/A
Not Safe For Work,N/A,N/A
Go For It,N/A,N/A
My Animal,50,tbd
Get on the Bus,84,6.5
Idiocracy,66,7.4
Life After Beth,50,6.6
The Kindergarten Teacher,68,tbd
Always Woodstock,30,tbd
This is England,86,8.0
Bathing Beauty,N/A,N/A
Do You Believe,22,4.7
Show Boat,88,tbd
Profile,54,6.0
A Mouthful of Air,52,6.8
Frontera,58,7.2
Eden,63,4.2
The Last Sin Eater,37,tbd
Impact Point,N/A,N/A
Chicken Tikka Masala,N/A,N/A
Jack Brooks: Monster Slayer,46,6.3
Bully,45,6.5
Elling,70,5.3
Mi America,tbd,tbd
Infected,N/A,N/A
Lies in Plain Sight,N/A,N/A
The Timber,N/A,N/A
Sharkskin,N/A,N/A
Jackass: The Movie,42,6.7
From Russia With Love,83,7.9
Sleeper,77,6.8
It Follows,83,6.8
To Kill A Mockingbird,88,8.5
Hardcore Henry,51,7.8
Boom Town,N/A,N/A
Terrifier,tbd,6.5
Witchboard,45,6.0
Smoke Signals,76,6.6
Meet the Mormons,29,6.5
American Splendor,90,7.4
All Saints,63,6.0
The Company You Keep,57,5.8
Thirteen,70,7.3
Me and You and Everyone We Know,76,7.5
We Are Your Friends,46,5.4
Harsh Times,56,7.1
Ghost Dog: The Way of the Samurai,68,7.6
Captive,59,tbd
Full Frontal,45,3.7
Hearts Beat Loud,65,7.1
The Resurrection of Gavin Stone,36,5.5
Nemesis,tbd,tbd
Shortbus,64,6.1
The Diary of a Teenage Girl,87,6.5
No End In Sight,89,8.5
Locke,83,7.6
Get Real,N/A,N/A
In the Shadow of the Moon,84,6.8
The Babadook,86,7.5
Sharkwater,59,tbd
Inside Deep Throat,64,7.1
Dinner Rush,79,tbd
Clockwatchers,64,tbd
Monos,78,7.2
Subway,53,tbd
House of D,33,7.1
Teeth,57,5.4
Stonewall,30,4.6
Sherrybaby,66,7.1
The Last Five Years,60,7.2
SixString Samurai,N/A,N/A
Saint John of Las Vegas,32,8.0
Pump,56,tbd
Roadside Romeo,tbd,tbd
Eureka,79,5.8
This Thing of Ours,36,tbd
Knock Knock,53,4.2
Growing up Smith,tbd,tbd
Super Capers,N/A,N/A
Being Charlie,47,5.6
The First Time,55,6.8
The Missing Person,57,6.8
London,24,6.1
Circle,N/A,N/A
Eden Lake,65,6.4
Jerusalema,53,7.8
Say Uncle,31,7.3
Plush,tbd,5.6
The Ghastly Love of Johnny X,tbd,tbd
Lesbian Vampire Killers,N/A,N/A
Grave Encounters,33,6.7
Bone Tomahawk,72,7.2
Freeze Frame,55,7.6
Stitches,tbd,5.6
The Walking Deceased,9,2.9
Bananas,67,6.8
Nine Dead,N/A,N/A
Rockaway,tbd,tbd
Wings,78,tbd
Highway,40,8.2
Small Apartments,N/A,N/A
Coffee Town,tbd,8.2
Lucky Dog,N/A,N/A
Pendulum,N/A,N/A
Slacker Uprising,N/A,N/A
True Bromance,N/A,N/A
The Curse of Downers Grove,31,tbd
Wind Walkers,N/A,N/A
The Dog Lover,35,tbd
Shark Lake,tbd,tbd
Stagecoach: The Texas Jack Story,tbd,tbd
High Flying Bird,78,5.9
Miracle at Sage Creek,N/A,N/A
Rebirth,76,tbd
Donkeyhead,53,tbd
Alligator,62,6.6
Buried,65,7.0
Nowhere Boy,67,7.3
Northfork,64,tbd
Brotherly Love,tbd,tbd
The Square,75,7.1
The Square,75,7.1
ABCD Any Body Can Dance,N/A,N/A
Chacun sa nuit,N/A,N/A
Stranded,27,3.1
Vaalu,N/A,N/A
Closet Monster,81,7.6
The Last Exorcism,63,6.0
Beasts of the Southern Wild,86,7.5
Dr. Strangelove,N/A,N/A
Battle for the Planet of the Apes,40,5.1
Songcatcher,63,tbd
Higher Ground,74,6.9
Travellers and Magicians,N/A,N/A
Ed and his Dead Mother,N/A,N/A
Deadline,71,6.7
Sublime,tbd,tbd
Dysfunctional Friends,N/A,N/A
Independence Daysaster,N/A,N/A
Against the Wild,N/A,N/A
The Assistant,79,5.3
May,58,6.6
I Spit on Your Grave,27,6.3
Living Dark: The Story of Ted the Caver,N/A,N/A
In the Bedroom,86,7.6
Conquest of the Planet of the Apes,49,6.0
Grace Unplugged,39,7.8
Happy Texas,62,5.0
My Summer of Love,82,6.7
Yes,55,5.3
Braid,60,3.3
From Here to Eternity,85,7.1
Foolish,N/A,N/A
She Wore a Yellow Ribbon,87,5.7
Out of the Dark,33,3.7
Dil Jo Bhi Kahey...,N/A,N/A
Mississippi Mermaid,N/A,N/A
Two Night Stand,45,6.4
You Instead,41,tbd
I Love Your Work,39,4.5
Intruders,45,5.4
The Kings Thief,N/A,N/A
Insidious,52,7.0
Cabin Fever,56,6.3
Waitress,75,6.3
Bloodsport,29,7.7
Mr. Smith Goes To Washington,73,7.9
Unsane,63,6.2
Kids,63,6.1
Kissing Jessica Stein,72,6.4
Run the Race,35,6.4
Exotica,72,5.8
The To Do List,61,5.7
The Gatekeepers,91,6.7
Repo Man,82,7.0
Im Not Ashamed,31,6.1
Blood Simple,84,7.7
Nueve Reinas,N/A,N/A
The Lords of Salem,57,5.5
Unsullied,42,tbd
Killing Zoe,49,tbd
The Believer,75,7.1
Snow Angels,67,7.3
I Want Someone To Eat Cheese With,60,5.5
Amigo,63,tbd
Hatchet,57,7.3
The Disappearance of Alice Creed,65,6.7
Stolen Summer,36,7.0
Road Hard,50,5.6
Forty Shades of Blue,74,tbd
Trucker,61,5.0
Pontypool,54,6.0
Me You and Five Bucks,tbd,tbd
Playback,tbd,3.0
Housebound,76,7.5
Teefa in Trouble,tbd,tbd
Closer to the Moon,47,tbd
Fetching Cody,N/A,N/A
The Lion of Judah,N/A,N/A
Once Upon a Time in Queens,N/A,N/A
Girlhouse,N/A,N/A
Mutant World,N/A,N/A
Horror,42,3.1
Checkmate,tbd,tbd
Snow White and the Seven Dwarfs,96,8.0
Shalako,51,tbd
The Holy Girl,77,tbd
La chambre bleue,N/A,N/A
Incident at Loch Ness,62,tbd
Eddie: The Sleepwalking Cannibal,57,tbd
Batman: The Movie,71,6.8
Lock Stock and Two Smoking Barrels,67,8.3
The Ballad of Gregorio Cortez,N/A,N/A
San Francisco,N/A,N/A
Trees Lounge,76,6.8
The Girlfriend Experience,66,5.9
Journey from the Fall,70,tbd
Los insolitos peces gato,N/A,N/A
Simon,59,tbd
The Possession of Michael King,34,4.3
Forget Me Not,N/A,N/A
The Algerian,tbd,tbd
Gods Own Country,85,8.3
C.H.U.D.,57,6.4
Dear White People,79,4.2
Filly Brown,57,tbd
Niagara,70,tbd
Bodom,N/A,N/A
How Green Was My Valley,88,6.8
Da Sweet Blood of Jesus,52,5.0
Sex Lies and Videotape,86,7.6
Monsoon Wedding,77,7.6
You Can Count on Me,85,7.4
The Trouble with Harry,74,7.5
The Blue Bird,N/A,N/A
Blue Like Jazz,48,6.3
Que Horas Ela Volta,N/A,N/A
Q,N/A,N/A
Pink Ribbons Inc.,66,tbd
Certifiably Jonathan,35,tbd
La navaja de Don Juan,N/A,N/A
Ostatnia Rodzina,N/A,N/A
Extreme Movie,tbd,5.6
Grand Theft Parsons,46,tbd
Below Zero,tbd,6.4
Crowsnest,N/A,N/A
Cotton Comes to Harlem,N/A,N/A
Bleeding Hearts,N/A,N/A
The Islands,N/A,N/A
Waiting...,30,7.1
Wolf Creek,56,6.4
Sex with Strangers,44,tbd
Summerland,56,6.7
Beyond the Black Rainbow,49,6.4
Departure,N/A,N/A
Silent Running,67,6.1
Faith Like Potatoes,N/A,N/A
The Dead Undead,N/A,N/A
The Vatican Exorcisms,N/A,N/A
Rocket Singh: Salesman of the Year,tbd,tbd
The Devil Inside,18,2.8
Tom Jones,77,6.9
Unfriended,59,5.3
An Inconvenient Truth,75,6.8
Chernobyl Diaries,32,4.9
Dr. No,78,7.5
Hellraiser,56,7.5
Hello My Name is Doris,63,6.8
X,40,2.8
Cry Wolf,N/A,N/A
Blue Valentine,81,7.7
Transamerica,66,7.5
Beyond the Valley of the Dolls,60,5.6
Love Me Tender,N/A,N/A
Unfriended: Dark Web,53,4.7
Sands of Iwo Jima,75,tbd
The Green Inferno,38,4.9
The Sessions,79,7.5
Shine a Light,76,7.8
October Baby,32,6.3
The Skeleton Twins,74,7.1
Food Inc.,80,8.1
An Inconvenient Sequel,68,6.1
Next Stop Wonderland,71,4.8
Obvious Child,76,6.6
Martha Marcy May Marlene,75,7.1
Junebug,80,7.7
Frozen River,82,7.3
Two Girls and a Guy,66,7.0
Who Killed the Electric Car,70,7.7
Walking and Talking,68,5.3
Bubba HoTep,N/A,N/A
Slam,73,tbd
Visages villages,94,7.2
Brigham City,62,tbd
Patti Cake,67,7.3
Panic,77,6.8
Palo Alto,69,6.8
Fiza,N/A,N/A
Ajami,82,8.3
Orgazmo,48,5.4
The Future,67,5.8
All the Real Girls,71,7.3
Dream With The Fishes,N/A,N/A
Blue Car,76,tbd
Wristcutters: A Love Story,62,7.3
Luminarias,41,tbd
Bo Gia,N/A,N/A
Antarctica: A Year on Ice,69,8.0
Taxi to the Dark Side,82,7.3
The Invitation,74,6.8
Love Liza,58,7.0
Lisa Picard is Famous,57,2.2
Beyond the Brick: A LEGO Brickumentary,N/A,N/A
Hardflip,N/A,N/A
Creative Control,58,7.1
Chocolate: Deep Dark Secrets,N/A,N/A
The Perfect Host,48,6.6
The Land,50,tbd
The Last Big Thing,N/A,N/A
Safe Men,N/A,N/A
Speedway Junky,40,tbd
Hits,45,8.2
Alone with Her,65,4.3
Special,57,6.0
The Sisterhood of Night,60,6.0
Sparkler,N/A,N/A
In Her Line of Fire,tbd,tbd
The Jimmy Show,39,tbd
Heli,59,7.2
The Man in the Hat,tbd,tbd
American Hero,42,6.1
Burn Burn Burn,N/A,N/A
Karachi se Lahore,N/A,N/A
Loving Annabelle,N/A,N/A
Frat Party,N/A,N/A
Jimmy and Judy,N/A,N/A
Proud,N/A,N/A
Steppin: The Movie,N/A,N/A
Zombies of Mass Destruction,N/A,N/A
Truth or Die,N/A,N/A
Black Rock,46,4.1
Hidden Away,N/A,N/A
My Last Day Without You,N/A,N/A
Zombie Hunter,N/A,N/A
Doc Hollidays Revenge,N/A,N/A
A Fine Step,N/A,N/A
Fear Clinic,N/A,N/A
Virunga,95,8.0
Bang Bang Baby,N/A,N/A
Hush,18,6.9
Chemical Cut,N/A,N/A
Por amor en el caserio,N/A,N/A
Cam,71,6.4
Alien Psychosis,N/A,N/A
Spare Parts,50,7.5
And Then Came Love,N/A,N/A
Hard Candy,58,6.3
Charly,tbd,tbd
Jesse,N/A,N/A
Ask Me Anything,tbd,6.3
Lfe Happens,N/A,N/A
Food Chains,62,tbd
Meet the Blacks,26,7.3
The Miseducation of Cameron Post,69,6.7
Circumstance,65,5.8
The Quiet,29,7.6
The Giant Mechanical Man,43,6.0
The Brass Teapot,43,6.9
Bambi,91,7.6
For a Good Time Call,55,6.8
Latter Days,45,6.9
The Hammer,57,6.5
Windsor Drive,tbd,9.9
The Abandoned,42,6.0
Celeste and Jesse Forever,59,7.1
Time Changer,26,tbd
London to Brighton,55,5.0
Crying With Laughter,N/A,N/A
Billy Jack,50,6.8
Jodaeiye Nader az Simin,N/A,N/A
Welcome to the Dollhouse,83,7.7
Raising Victor Vargas,83,5.9
Ruby in Paradise,77,8.8
Pandoras Box,N/A,N/A
Deterrence,50,tbd
Not Cool,1,3.4
Kill List,67,6.4
Vessel,68,tbd
Saints and Soldiers,56,7.4
American Graffiti,97,7.4
Iraq for Sale: The War Profiteers,68,tbd
Kevin Hart: Laugh at My Pain,N/A,N/A
Safety Not Guaranteed,72,7.4
The Innkeepers,64,5.9
Interview with the Assassin,60,tbd
Donkey Punch,43,4.8
All the Boys Love Mandy Lane,44,5.7
Destiny,N/A,N/A
Rust Creek,59,6.8
Hoop Dreams,98,7.9
Rize,74,tbd
Half Nelson,85,7.3
L.I.E.,73,6.7
Columbus,89,7.3
Walter,36,6.2
Hav Plenty,N/A,N/A
Lady Macbeth,76,6.8
Escape from Tomorrow,58,4.7
Abacus: Small Enough to Jail,73,6.5
Christian Mingle The Movie,N/A,N/A
That Way Madness Lies,tbd,tbd
The Hadza: Last of the First,tbd,tbd
Starsuckers,N/A,N/A
Treachery,N/A,N/A
My Little Chickadee,N/A,N/A
The Blair Witch Project,80,6.8
Woodstock,67,tbd
Mercy Streets,28,tbd
Broken Vessels,N/A,N/A
Drunk Wedding,tbd,tbd
They Will Have to Kill Us First,67,tbd
Crop Circles: Quest for Truth,41,tbd
Copenhagen,71,8.4
Irreplaceable,tbd,tbd
The HarvestLa Cosecha,55,tbd
Mata Hari,N/A,N/A
Love Letters,N/A,N/A
Faith Connections,tbd,tbd
Theeb,80,7.2
Open Water,63,5.5
Kingdom of the Spiders,N/A,N/A
Mad Hot Ballroom,71,5.6
To Save a Life,19,6.8
Wordplay,73,tbd
Beyond the Mat,73,7.4
The Singles Ward,N/A,N/A
Sholem Aleichem: Laughing in the Darkness,77,tbd
Osama,83,6.3
Groove,54,4.5
Twin Falls Idaho,71,tbd
Mean Creek,74,7.9
Drinking Buddies,71,6.4
Hurricane Streets,N/A,N/A
Flower,45,5.5
Never Again,30,5.6
Civil Brand,29,8.3
Monsters,63,6.4
Madelines Madeline,82,6.7
Lonesome Jim,54,6.8
The Other Dream Team,69,8.8
O Menino e o Mundo,N/A,N/A
Rubber,59,5.6
Johnny Suede,53,tbd
Finishing the Game,N/A,N/A
Kiss the Bride,tbd,tbd
The Journey,53,6.4
The Living Wake,37,4.5
Born to Fly: Elizabeth Streb vs. Gravity,N/A,N/A
Detention of the Dead,tbd,tbd
Higher Power,tbd,6.4
Now is Good,N/A,N/A
The True Cost,46,7.6
Everything Put Together,63,tbd
Drones,47,5.9
Enter Nowhere,N/A,N/A
Girls Gone Dead,N/A,N/A
Insomnia Manica,N/A,N/A
The Outrageous Sophie Tucker,59,tbd
Subconscious,N/A,N/A
Roadside,N/A,N/A
Diamond Ruff,N/A,N/A
Love in the Time of Monsters,N/A,N/A
Fight to the Finish,N/A,N/A
Bucky and the Squirrels,tbd,tbd
Going Under,37,tbd
The Sound and the Shadow,N/A,N/A
Rodeo Girl,N/A,N/A
The Toxic Avenger,42,7.2
Straight out of Brooklyn,N/A,N/A
Brick,72,6.5
Sunday,N/A,N/A
Conversations with Other Women,62,7.1
As It Is in Heaven,71,tbd
Mutual Friends,N/A,N/A
Metropolitan,77,7.1
Gory Gory Hallelujah,N/A,N/A
Blue Ruin,78,7.4
Kiss Me Deadly,N/A,N/A
Napoleon Dynamite,64,6.9
Quinceanera,72,6.3
Dogtown and ZBoys,N/A,N/A
Heroes,35,tbd
Tarnation,87,6.0
I Want Your Money,tbd,tbd
Home Movies,N/A,N/A
I Smile Back,59,6.8
Jackpot,49,6.0
Fabled,tbd,tbd
The Dark Hours,63,6.0
Lena and Snowball,N/A,N/A
My Beautiful Laundrette,75,6.8
El Principe,N/A,N/A
Show Me,N/A,N/A
Pancakes,N/A,N/A
Intolerance,99,6.7
The Broadway Melody,66,tbd
The Evil Dead,71,7.8
Trekkies,64,6.6
Stan Helsing: A Parody,N/A,N/A
Maniac,47,6.3
Murderball,87,7.2
My Dog Tulip,80,6.8
Royal Kill,N/A,N/A
Dunk or Die,N/A,N/A
Tupac Resurrection,66,8.8
Pieces of April,70,6.1
Wendy and Lucy,80,6.4
Old Joy,84,7.2
First Morning,N/A,N/A
Pierrot le fou,N/A,N/A
The Watermelon Woman,74,6.1
Sisters in Law,71,tbd
The Eyes of My Mother,63,5.9
Nothing But a Man,87,tbd
First Love Last Rites,N/A,N/A
Fighting Tommy Riley,53,tbd
The Looking Glass,tbd,tbd
All You Need is Love,tbd,tbd
Some Guy Who Kills People,N/A,N/A
Midnight Cabaret,N/A,N/A
Walking to Paris,N/A,N/A
Collisions,43,tbd
Compliance,68,6.2
Graduation Day,N/A,N/A
His Only Son,tbd,tbd
Chasing Amy,71,7.6
Lovely and Amazing,N/A,N/A
Sleight,62,5.3
Better Luck Tomorrow,67,6.1
The Incredibly True Adventure of Two Girls in Love,N/A,N/A
American Desi,50,tbd
Cube,61,7.1
Love and Other Catastrophes,58,tbd
I Married a Strange Person,N/A,N/A
November,47,tbd
Sugar Town,62,tbd
Happy Valley,76,7.5
The Canyons,36,5.8
On the Outs,66,tbd
Shotgun Stories,76,7.3
Nightlights,tbd,tbd
Test,70,6.8
The Sticky Fingers of Time,59,tbd
Along the Roadside,N/A,N/A
Sunday School Musical,N/A,N/A
Rust,N/A,N/A
Ink,N/A,N/A
The Frozen,N/A,N/A
Butterfly,58,tbd
UnDivided,N/A,N/A
Horse Camp,N/A,N/A
Give Me Shelter,N/A,N/A
Rock the House,N/A,N/A
Shooting the Warwicks,tbd,tbd
Western Religion,tbd,tbd
Fire Song,N/A,N/A
The Circus: Down the Road,tbd,tbd
Amina,N/A,N/A
The Big Parade,N/A,N/A
Bronson,71,7.3
Burn,82,tbd
Urbania,73,4.5
Embrace,N/A,N/A
The Stewardesses,N/A,N/A
Mad Max,73,6.9
The Quiet Ones,41,4.7
Swingers,71,7.2
The Grace Card,43,7.2
She Done Him Wrong,N/A,N/A
Trois,N/A,N/A
The Overnight,65,7.0
Middle of Nowhere,75,6.9
Hybrid,N/A,N/A
Baghead,62,6.2
Malevolence,43,4.4
Good Dick,54,4.7
Solitude,46,tbd
The Word,20,tbd
The Trials of Darryl Hunt,tbd,tbd
Deathgasm,65,6.2
The Man From Earth,N/A,N/A
Samantha: An American Girl Holiday,N/A,N/A
Yesterday Was a Lie,tbd,tbd
Archaeology of a Woman,36,tbd
Sanctuary Quite a Conundrum,N/A,N/A
Theresa Is a Mother,N/A,N/A
H.,tbd,tbd
Weekend,81,8.6
Arrowhead,tbd,4.2
Another Earth,66,7.1
Sparrows Dance,69,tbd
Heroes of Dirt,N/A,N/A
The Fits,90,6.5
Dolphin,N/A,N/A
Tadpole,71,tbd
Mad God,80,6.8
The Woman Chaser,46,tbd
Top Spin,81,tbd
Aroused,tbd,tbd
Sound of My Voice,67,7.0
An American in Hollywood,tbd,tbd
The Brain That Sings,N/A,N/A
Romantic Schemer,N/A,N/A
The Work and the Story,N/A,N/A
The Gallows,30,3.7
Hollywood Shuffle,74,tbd
A Ghost Story,84,7.0
Cheap Thrills,63,7.3
The Past is a Grotesque Animal,N/A,N/A
Indie Game: The Movie,73,8.5
Echo Dr.,N/A,N/A
Closure,tbd,tbd
Open Secret,N/A,N/A
Tiger Orange,N/A,N/A
The Foot Fist Way,63,7.1
Dawn of the Crescent Moon,N/A,N/A
Queen Crab,N/A,N/A
Happy Christmas,70,5.6
Peace Propaganda and the Promised Land,N/A,N/A
Pi,72,7.4
The Wretched,61,6.1
Super Size Me,73,6.9
Supporting Characters,62,tbd
The FP,48,6.5
Turbo Kid,60,8.0
Hayride,N/A,N/A
The Dirties,65,7.9
Gabriela,N/A,N/A
Tiny Furniture,72,5.0
The Myth of the American Sleepover,67,6.5
Counting,79,tbd
Down and Dangerous,43,tbd
Bending Steel,N/A,N/A
Run Hide Die,N/A,N/A
The Image Revolution,N/A,N/A
This Is Martin Bonner,71,5.7
Smiling Fish and Goat on Fire,N/A,N/A
The Exploding Girl,69,5.5
Raymond Did It,N/A,N/A
Foreign Letters,N/A,N/A
The Last Waltz,84,8.2
Host,73,6.0
Her Cry: La Llorona Investigation,N/A,N/A
The Killing of Two Lovers,82,7.7
Mutual Appreciation,84,tbd
Funny Ha Ha,78,tbd
Down Terrace,68,5.5
Pink Narcissus,N/A,N/A
Emily,tbd,tbd
In the Company of Men,80,6.3
The Terrorist,N/A,N/A
Exeter,tbd,4.9
Manito,71,tbd
Ten,86,8.4
Dutch Kills,N/A,N/A
Slacker,69,8.0
Dry Spell,N/A,N/A
Socrates,82,tbd
Flywheel,N/A,N/A
All Superheroes Must Die,N/A,N/A
The Front Man,N/A,N/A
Skinamarink,66,5.1
The Puffy Chair,73,6.5
Breaking Upwards,56,tbd
Stories of Our Lives,N/A,N/A
Pink Flamingos,47,4.3
Tin Can Man,N/A,N/A
Clean,75,tbd
On the Downlow,N/A,N/A
Bang,N/A,N/A
Newlyweds,N/A,N/A
El Mariachi,73,6.8
Primer,68,7.4
Following,60,7.6
Return to the Land of Wonders,60,tbd
A Plague So Pleasant,N/A,N/A
My Date With Drew,51,tbd
Neeras,N/A,N/A
SpiderMan 3,N/A,N/A
Guardians of the Galaxy Vol 3,64,8.0
Iron Man 3,62,6.5
Guardians of the Galaxy Vol 2,67,7.7
SpiderMan 2,N/A,N/A
Cars 2,57,5.9
2012,49,5.4
Wonder Woman 1984,60,4.1
Furious 7,67,6.8
Blade Runner 2049,81,8.3
Rush Hour 3,44,6.3
Cars 3,59,6.9
47 Ronin,28,6.2
Iron Man 2,57,6.4
Terminator 3: Rise of the Machines,66,6.3
Big Hero 6,74,7.8
Fast and Furious 6,N/A,N/A
Madagascar: Escape 2 Africa,61,6.8
6 Underground,41,5.6
Kung Fu Panda 3,66,7.5
Lethal Weapon 4,39,6.3
The Twilight Saga: Breaking Dawn Part 2,N/A,N/A
Rio 2,49,6.2
Meg 2: The Trench,40,4.7
The Twilight Saga: Breaking Dawn Part 1,N/A,N/A
Mission: Impossible 2,N/A,N/A
